magnitude;time
1;0.0
1;0.006643566878630542
1;0.09621569366917065
1;0.4430219170669709
2;0.7914954780772606
1;0.7923764167642718
1;0.8058397382589352
2;0.8098147055052051
2;1.1097721798015627
1;1.1132701509782803
1;1.1731181172904974
1;1.1880296160413693
1;1.500088179813939
1;1.5007198773114543
9;1.5284458110119226
1;1.5288927262482601
1;1.5300787705293093
1;1.5404136853696109
1;1.5405812785832373
1;1.543529200238309
1;1.5515135128259516
1;1.5527296379402158
1;1.5596181487464544
5;1.593416113494468
1;2.5968181697858483
8;2.608042617836937
1;2.6082746699788815
1;2.608343426169087
1;2.608472344025723
1;2.610741298302513
1;2.610861621635373
1;2.613375519839771
1;2.6237662990846147
1;2.6286909612081013
1;2.6346469661846745
1;2.638076181171186
2;2.6429234925806915
1;2.648956848271246
1;2.660348889535961
1;2.6640875073783987
1;2.6645730979717266
1;2.6653122270164387
1;2.6705376974720756
1;2.6706279399717205
1;2.709148595534492
1;2.970469388197106
1;2.971728485930249
1;3.0095014179245325
1;3.013214252195643
1;3.0163770369451073
1;3.0352678002041373
1;3.3567115839397914
1;3.3642575758148725
1;3.3644509525998263
5;3.3798953118247925
1;3.395683452000788
1;3.401463269239959
1;3.4072430864791294
1;3.413151821574936
2;3.706577457801748
1;3.74702328669028
1;3.7552525432055304
1;3.7563483449869346
1;3.776077074314097
1;3.777086930857744
1;3.7772459295475946
1;3.7991576679137893
1;4.126677779958877
1;4.143089023108612
1;4.15634177877077
1;5.196653017416974
1;5.198169950863389
1;5.203885309174241
1;5.204903760241664
1;5.2569779797987435
1;5.2647517265538815
1;5.275898823890988
1;5.639391315199346
1;5.647908488261084
1;5.668698641274547
7;5.672819715425004
1;5.67336976494665
1;5.674216325538558
1;5.677340434931033
1;5.9293748446539825
1;5.930646834172789
1;5.943959751501377
1;5.948918791719967
1;5.986519833238736
1;6.010245016121607
1;6.023020775714214
1;6.03186024341754
1;6.034154981265657
5;6.3268457857096445
1;6.3401844866095605
1;6.385275655598869
1;6.3969685051957335
1;6.702912065301879
1;6.729456251983186
1;6.742855114549532
1;6.74854039202717
1;6.7498037870222
1;6.769945053490597
1;6.798921490400432
8;7.824402878271634
1;7.8244587426761765
4;7.825846758265955
1;7.826293673502293
1;7.82766450004452
1;7.829817428250337
1;7.830255748962899
1;7.831115201340471
1;7.83320367061797
1;7.833818179067935
1;7.835691785251041
1;7.836160186796818
1;7.841076254396529
2;7.844836358548406
1;7.845876295925268
1;7.847178366277289
1;7.857362876951515
1;7.861200331817374
1;7.864651033113325
1;7.864840112636391
1;7.871616894633545
1;7.871741515228293
1;8.15485802018613
1;8.202592005236472
1;8.208719900688559
1;8.208788656878765
1;8.20902070902071
1;8.221315175281875
1;8.231048473457877
1;8.273281963291758
1;8.588370096695268
1;8.592469684536287
1;8.60153690711967
1;8.614312666712275
2;8.638145281142343
1;8.647169531106847
1;8.905993614612616
1;8.972820334230716
1;8.981831692409557
1;8.982029366456398
1;8.994083186051844
1;8.998668364486191
2;9.011108937651542
1;9.282004029800309
1;9.282128650395055
1;9.282880671225431
1;9.283950689435509
1;9.284999221336147
1;9.285257057049417
1;9.289962558816624
1;9.290117260244587
3;9.29225729666474
1;9.2925194296399
1;9.297005771050825
1;9.304345494355289
1;9.304590438282897
1;9.323429634399272
1;9.331963996508561
1;9.332230426745609
2;9.356058743913788
1;9.358843369617121
1;9.373497032654722
2;9.374072865747694
1;9.374897940030163
5;9.40523660895845
1;10.421264020676361
1;10.421582018056062
1;10.455126444352693
1;10.456772295655743
1;10.46250054575226
1;10.471563471073756
1;10.493384966940305
1;10.493651397177352
1;10.49393501646195
1;10.495232789552084
1;10.496130917286647
1;10.49656494073732
1;10.496663777760741
1;10.496693858593957
1;10.500784851911199
1;10.50080204095875
1;10.822228635646853
1;10.825614878014486
1;10.837101459040735
1;10.848901740184797
1;11.16279953204537
1;11.166886228100724
1;11.174354869261823
1;11.176516391991417
3;11.18762911123342
1;11.188810858252582
1;11.189403880393106
1;11.192695582999207
2;11.194470352158893
1;11.194693809777062
3;11.19554037036897
1;11.200288844755054
1;11.20642103746903
2;11.218406100874269
1;11.23930368543493
1;11.520993499445996
9;11.521775601109587
1;11.521934599799438
1;11.522119382060616
1;11.52215376015572
1;11.522248299917251
1;11.523202292056357
1;11.524628983003126
1;11.525045817406248
1;11.525600164189783
1;11.526236158949185
1;11.52670885775685
1;11.527138583945636
1;11.527323366206813
1;11.52737063608758
2;11.528303141917245
1;11.528560977630518
1;11.528887569533994
1;11.530817040121644
5;11.532321081782394
1;11.535174463675933
1;11.56324417832743
2;11.566381179505568
1;11.57767868100875
1;11.584287869792277
7;11.586582607640395
1;11.58661268847361
1;11.587665517636134
1;11.587880380730528
1;11.587944839658846
1;11.593187499162035
1;11.594356354395531
1;11.599027478067635
1;11.604171300547403
1;11.604454919832001
1;11.614742564791536
1;11.89314927072028
1;11.912134573740842
1;11.929284945935288
1;11.934355714962964
1;11.94012264041647
2;11.951789706442009
1;11.95804651975073
1;11.975901642894787
1;11.976120803251067
1;11.976133695036731
1;11.976627880153835
1;11.992686747828765
1;12.982677049768137
1;12.99158527366167
1;12.998765998276282
1;13.041579618465025
1;13.052924389848974
1;13.05391705734507
1;13.057281813403263
1;13.380766796535651
1;13.420525063522126
1;13.423391337201327
1;13.424869595290751
1;13.426532635641353
1;13.426631472664774
1;13.759261029094526
1;13.759338379808508
1;13.762913701699206
1;13.79269372658207
1;14.120398620888336
1;14.123127382187128
1;14.12342389325739
1;14.125980764080666
