magnitude;time
1;0.0
1;0.05390577322445413
1;0.06227869228851574
1;0.07073761976617839
1;0.07772150295058314
1;0.09571876349660152
1;0.10010519259025476
1;0.10641821014857136
1;0.1083749015579951
1;0.14627880943197508
1;0.398356568434594
1;0.3994359740252871
1;0.4300291667431783
1;0.4327857363990918
1;0.4330394612192148
1;0.4344801021470323
1;0.4347467282291956
1;0.4517161882326815
1;0.4593580357811342
1;0.4790281599716929
1;0.518097481849967
1;0.7856481544594137
1;0.7909462727372379
1;0.795896056939978
1;0.7974098050193564
1;0.837020979903317
1;0.8374338202886021
1;0.8593358628121078
1;1.1269553421524354
1;1.127419787585881
1;1.1282841721425716
1;1.1330619395181094
1;1.133431775696594
1;1.1399770159716334
1;1.1869032064323628
1;1.2211560571489786
1;1.4939618438294489
1;1.5051472380182647
1;1.5138082852678898
1;1.5613365346238266
1;1.5804347028639383
1;1.5877583192820672
1;1.5885151933217563
1;1.5895988993331294
1;1.5897924182637317
1;1.5955119777682012
1;1.5958861143673657
1;1.597219244778182
1;1.5974815704396652
135;1.5984061608858764
9;1.5984362638306366
3;1.5984405642513169
1;1.5984835684581173
1;1.5985007701408376
1;1.5985222722442378
1;1.5985265726649178
1;1.5985351735062778
1;1.5985609760303583
1;1.598625482340559
1;1.5986469844439593
1;1.5986512848646393
2;1.5986770873887197
1;1.5986856882300797
1;1.59869858949212
1;1.59871149075416
1;1.5987673962230007
1;1.5990512239878842
1;1.5992791462839269
1;1.599378055959568
1;1.5993995580629683
1;1.5994726652145292
1;1.5994898668972495
1;1.5997693942414528
1;1.5998382009723338
1;1.599868303917094
1;1.6000059173788557
1;1.6001048270544969
1;1.6003800539780202
1;1.6004058565021007
1;1.601437957465313
1;1.601498163354834
1;1.6019368062641992
1;1.6019626087882795
1;1.6034634556056178
1;1.6053771428082408
1;1.6066715694329365
1;1.6094883449783708
1;1.9483055890976424
1;2.575659558745015
1;2.576790569383869
1;2.577891477077962
1;2.5783817250354883
1;2.579706254604944
1;2.583666942051272
1;2.5848366564762464
1;2.584952767834608
1;2.589347797769621
1;2.591067966041642
1;2.5915367118957677
1;2.593514905408592
1;2.595106061060211
1;2.5973637819172386
1;2.5979400382883653
1;2.5982109647912086
1;2.598228166473929
1;2.5997548158153476
1;2.5999397339045895
1;2.6005933978479576
1;2.600623500792718
1;2.6011524525363643
1;2.6011653537984047
1;2.6011739546397648
1;2.6023995745335795
1;2.60241247579562
1;2.6024769821058205
1;2.6025543896780614
1;2.602958629221986
1;2.603418774234752
1;2.603694001158275
1;2.6037413057857557
1;2.603745606206436
1;2.60407243817812
1;2.6042745579500823
1;2.6045626861356457
1;2.606691394372272
1;2.6090738274290204
1;2.6111509306174856
1;2.6116454789956918
1;2.6142085297210027
1;2.619846381232551
1;2.627071087975039
1;2.6347817422543724
1;2.648986031760585
1;2.651690996368338
1;2.6543013517211294
1;2.654602381168733
1;2.6547227929477746
1;2.6548948097749765
1;2.6550238223953784
1;2.6551786375398603
1;2.655337753105022
1;2.655449564042703
1;2.655591477925145
1;2.6570493205356827
1;2.6581889320158965
1;2.659620972102354
1;2.6642783276988506
1;2.664484747891493
1;2.668019693690496
1;2.669864574162238
1;2.673150095561798
1;2.6736704464640844
1;2.6871221623512875
1;2.687367286330051
1;2.6875995090467737
1;2.688046752797499
1;2.6992880524551555
1;2.699515974751198
1;2.6997438970472407
1;2.699778300412681
1;2.704779689663582
1;2.705850494412915
1;2.7354846933191546
1;2.964030550360528
1;2.9722959589075884
1;2.977731690647174
1;2.984900491920821
1;2.99633531050908
1;2.996503026915602
1;3.000373405527649
1;3.006307986066121
1;3.0072110744089318
1;3.0152399598185893
1;3.0156786027279545
1;3.063830413082499
1;3.0641916484196234
1;3.0712959433830695
1;3.079905385584534
1;3.080309625128459
1;3.080528946583142
1;3.0805891524726623
1;3.149873230048983
1;3.364369612728626
1;3.380694009630104
2;3.386198548100571
1;3.3864092687138934
1;3.3940726183657466
2;3.4148393498297183
1;3.419178474295891
1;3.4196859239361372
1;3.4198063357151787
1;3.4374036571379523
1;3.437730489109636
1;3.441686876135284
1;3.4418674938038465
1;3.4552116991740482
1;3.7035222896609414
1;3.746836126750427
1;3.7482595659955242
1;3.7484573853468066
1;3.750190454880868
1;3.750534488535272
1;3.7506893036797537
1;3.7810588745222824
1;3.7815835258452486
1;3.797095143238197
1;3.7999506225697517
1;3.805240140006216
1;3.8097426804582306
1;3.809940499809513
1;3.8188208685138205
1;3.8194960345605886
1;4.136200515543032
1;4.145962470486751
1;4.152172277948746
1;4.167623689452173
1;4.167903216796376
1;4.203867634943653
1;5.190775477229509
1;5.22624964741926
1;5.226894710521267
1;5.2441996033377976
1;5.275214237282333
1;5.550690585205117
1;5.551266841576243
1;5.5689286693092175
1;5.5720593755642955
1;5.572743142452424
1;5.65393938531249
1;5.654150105925812
1;5.690445656465452
1;5.934610641416775
1;5.977477234755535
1;6.00915843390548
1;6.037132670429219
1;6.037833639000068
1;6.0385991138811175
1;6.108459447828565
1;6.328516274447515
1;6.328653887909277
2;6.335315239542678
1;6.337641767130586
1;6.3405746540343815
3;6.372974023437894
1;6.373356760878419
1;6.374595282034274
1;6.376358454513096
1;6.406216275294698
1;6.417431772428274
1;6.421912810776889
1;6.423723287883191
1;6.4292063242502575
1;6.6874895902941915
1;6.688328172326801
1;6.70552125420565
1;6.707615559076835
1;6.7117267612469655
1;6.727251279901954
1;6.740337460031353
1;6.740389065079513
1;6.775760025172943
1;7.808785578831678
1;7.812385030940882
1;7.841464475579395
1;7.843395364464738
2;7.8466464824988575
1;7.852133819286604
1;7.852460651258288
1;7.858541446099882
1;7.858687660403004
1;7.870294495818465
3;7.872883349067856
1;7.873029563370977
1;7.874289586630233
1;7.874951851414961
1;7.876168870467415
1;7.876207574253536
1;7.916356301722503
1;7.927120254684674
1;8.190219991890267
1;8.19045651502767
1;8.19383234526151
1;8.198227375196524
1;8.269291826934387
1;8.281203992218131
1;8.281659836810217
1;8.542536256524222
1;8.576462275269154
1;8.599607139369194
